timestamp_utc,x_m,y_m,quality
2026-02-24 17:15:46.594,0.000000,0.000000,GOOD
2026-02-24 17:15:47.140,0.000000,0.000000,GOOD
2026-02-24 17:15:47.714,0.000000,0.000000,GOOD
2026-02-24 17:15:48.261,0.000000,0.000000,GOOD
2026-02-24 17:15:48.807,0.000000,0.000000,GOOD
2026-02-24 17:15:49.353,0.000000,0.000000,GOOD
2026-02-24 17:15:49.900,0.000000,0.000000,GOOD
2026-02-24 17:15:50.446,0.000000,0.000000,GOOD
2026-02-24 17:15:50.993,0.000000,0.000000,GOOD
2026-02-24 17:15:51.540,0.000000,0.000000,GOOD
2026-02-24 17:15:52.088,0.000000,0.000000,GOOD
2026-02-24 17:15:53.693,0.012700,0.000000,GOOD
2026-02-24 17:15:54.243,0.012700,0.000000,GOOD
2026-02-24 17:15:54.842,0.012700,0.000000,GOOD
2026-02-24 17:15:55.393,0.012700,0.000000,GOOD
2026-02-24 17:15:55.952,0.012700,0.000000,GOOD
2026-02-24 17:15:56.498,0.012700,0.000000,GOOD
2026-02-24 17:15:57.044,0.012700,0.000000,GOOD
2026-02-24 17:15:57.590,0.012700,0.000000,GOOD
2026-02-24 17:15:58.137,0.012700,0.000000,GOOD
2026-02-24 17:15:58.684,0.012700,0.000000,GOOD
2026-02-24 17:15:59.268,0.012700,0.000000,GOOD
2026-02-24 17:16:01.643,-0.012700,0.000000,GOOD
2026-02-24 17:16:04.123,-0.038100,0.000000,GOOD
2026-02-24 17:16:06.611,-0.063500,0.000000,GOOD
2026-02-24 17:16:09.094,-0.088900,0.000000,GOOD
2026-02-24 17:16:11.579,-0.114300,0.000000,GOOD
2026-02-24 17:16:14.070,-0.139700,0.000000,GOOD
2026-02-24 17:16:16.560,-0.165100,0.000000,GOOD
2026-02-24 17:16:19.051,-0.190500,0.000000,GOOD
2026-02-24 17:16:21.534,-0.215900,0.000000,GOOD
2026-02-24 17:16:24.016,-0.241300,0.000000,GOOD
2026-02-24 17:16:26.501,-0.266700,0.000000,GOOD
2026-02-24 17:16:29.015,-0.292100,0.000000,GOOD
2026-02-24 17:16:31.518,-0.317500,0.000000,GOOD
2026-02-24 17:16:34.048,-0.342900,0.000000,GOOD
2026-02-24 17:16:36.522,-0.368300,0.000000,GOOD
2026-02-24 17:16:39.019,-0.393700,0.000000,GOOD
2026-02-24 17:16:41.521,-0.419100,0.000000,GOOD
2026-02-24 17:16:44.004,-0.444500,0.000000,GOOD
2026-02-24 17:16:46.499,-0.469900,0.000000,GOOD
2026-02-24 17:16:47.210,-0.472205,0.000000,GOOD
2026-02-24 17:16:47.954,-0.472205,0.000000,GOOD
2026-02-24 17:16:48.500,-0.472205,0.000000,GOOD
2026-02-24 17:16:51.234,-0.472205,-0.025400,GOOD
2026-02-24 17:16:53.739,-0.472205,-0.050800,GOOD
2026-02-24 17:16:56.244,-0.472205,-0.076200,GOOD
2026-02-24 17:16:58.725,-0.472205,-0.101600,GOOD
2026-02-24 17:17:01.218,-0.472205,-0.127000,GOOD
2026-02-24 17:17:03.706,-0.472205,-0.152400,GOOD
2026-02-24 17:17:06.195,-0.472205,-0.177800,GOOD
2026-02-24 17:17:08.688,-0.472205,-0.203200,GOOD
2026-02-24 17:17:11.195,-0.472205,-0.228600,GOOD
2026-02-24 17:17:13.693,-0.472205,-0.254000,GOOD
2026-02-24 17:17:16.180,-0.472205,-0.279400,GOOD
2026-02-24 17:17:18.702,-0.472205,-0.304800,GOOD
2026-02-24 17:17:21.196,-0.472205,-0.330200,GOOD
2026-02-24 17:17:23.688,-0.472205,-0.355600,GOOD
2026-02-24 17:17:26.198,-0.472205,-0.381000,GOOD
2026-02-24 17:17:26.982,-0.472205,-0.384200,GOOD
2026-02-24 17:17:27.729,-0.472205,-0.384200,GOOD
2026-02-24 17:17:28.276,-0.472205,-0.384200,GOOD
2026-02-24 17:17:28.821,-0.472205,-0.384200,GOOD
2026-02-24 17:17:29.367,-0.472205,-0.384200,GOOD
2026-02-24 17:17:29.913,-0.472205,-0.384200,GOOD
2026-02-24 17:17:30.482,-0.472205,-0.384200,GOOD
2026-02-24 17:17:31.028,-0.472205,-0.384200,GOOD
2026-02-24 17:17:31.645,-0.472205,-0.384200,GOOD
2026-02-24 17:17:32.191,-0.472205,-0.384200,GOOD
2026-02-24 17:17:32.739,-0.472205,-0.384200,GOOD
2026-02-24 17:17:33.285,-0.472205,-0.384200,GOOD
2026-02-24 17:17:33.831,-0.472205,-0.384200,GOOD
2026-02-24 17:17:34.378,0.000000,0.000000,GOOD
2026-02-24 17:17:34.925,0.000000,0.000000,GOOD
2026-02-24 17:17:35.471,0.000000,0.000000,GOOD
2026-02-24 17:17:36.017,0.000000,0.000000,GOOD
2026-02-24 17:17:36.563,0.000000,0.000000,GOOD
2026-02-24 17:17:37.110,0.000000,0.000000,GOOD
2026-02-24 17:17:37.655,0.000000,0.000000,GOOD
2026-02-24 17:17:38.202,0.000000,0.000000,GOOD
2026-02-24 17:17:38.749,0.000000,0.000000,GOOD
2026-02-24 17:17:39.295,0.000000,0.000000,GOOD
2026-02-24 17:17:39.842,0.000000,0.000000,GOOD
2026-02-24 17:17:40.388,0.000000,0.000000,GOOD
2026-02-24 17:17:40.936,0.000000,0.000000,GOOD
2026-02-24 17:17:41.482,0.000000,0.000000,GOOD
2026-02-24 17:17:42.102,0.000000,0.000000,GOOD
2026-02-24 17:17:42.648,0.000000,0.000000,GOOD
2026-02-24 17:17:43.197,0.000000,0.000000,GOOD
2026-02-24 17:17:43.743,0.000000,0.000000,GOOD
2026-02-24 17:17:44.289,0.000000,0.000000,GOOD
2026-02-24 17:17:44.835,0.000000,0.000000,GOOD
2026-02-24 17:17:45.381,0.000000,0.000000,GOOD
2026-02-24 17:17:45.929,0.000000,0.000000,GOOD
2026-02-24 17:17:46.475,0.000000,0.000000,GOOD
2026-02-24 17:17:47.022,0.000000,0.000000,GOOD
2026-02-24 17:17:47.568,0.000000,0.000000,GOOD
2026-02-24 17:17:48.115,0.000000,0.000000,GOOD
2026-02-24 17:17:48.662,0.000000,0.000000,GOOD
2026-02-24 17:17:49.210,0.000000,0.000000,GOOD
2026-02-24 17:17:49.755,0.000000,0.000000,GOOD
2026-02-24 17:17:50.301,0.000000,0.000000,GOOD
2026-02-24 17:17:50.847,0.000000,0.000000,GOOD
2026-02-24 17:17:51.394,0.000000,0.000000,GOOD
2026-02-24 17:17:51.940,0.000000,0.000000,GOOD
2026-02-24 17:17:52.488,0.000000,0.000000,GOOD
2026-02-24 17:18:33.775,0.515849,0.000000,GOOD
2026-02-24 17:18:43.870,0.515849,0.123152,GOOD
2026-02-24 17:18:44.417,0.515849,0.123152,GOOD
2026-02-24 17:18:45.014,0.515849,0.123152,GOOD
