timestamp_utc,x_m,y_m,quality
2026-02-24 19:01:20.282,0.515849,-0.006020,GOOD
2026-02-24 19:01:20.601,0.515849,-0.006020,GOOD
2026-02-24 19:01:20.924,0.515849,-0.006020,GOOD
2026-02-24 19:01:21.243,0.515849,-0.006020,GOOD
2026-02-24 19:01:21.594,0.515849,-0.006020,GOOD
2026-02-24 19:01:21.859,0.515849,-0.006020,GOOD
2026-02-24 19:01:22.158,0.515849,-0.006020,GOOD
2026-02-24 19:01:22.433,0.515849,-0.006020,GOOD
2026-02-24 19:01:22.681,0.515849,-0.006020,GOOD
2026-02-24 19:01:22.959,0.515849,-0.006020,GOOD
2026-02-24 19:01:23.262,0.515849,-0.006020,GOOD
2026-02-24 19:01:23.625,0.515849,-0.006020,GOOD
2026-02-24 19:01:23.878,0.515849,-0.006020,GOOD
2026-02-24 19:01:24.215,0.515849,-0.006020,GOOD
2026-02-24 19:01:24.507,0.515849,-0.006020,GOOD
2026-02-24 19:01:24.854,0.515849,-0.006020,GOOD
2026-02-24 19:01:25.125,0.515849,-0.006020,GOOD
2026-02-24 19:01:25.469,0.515849,-0.006020,GOOD
2026-02-24 19:01:25.752,0.515849,-0.006020,GOOD
2026-02-24 19:01:26.048,0.515849,-0.006020,GOOD
2026-02-24 19:01:26.320,0.515849,-0.006020,GOOD
2026-02-24 19:01:26.579,0.515849,-0.006020,GOOD
2026-02-24 19:01:26.862,0.515849,-0.006020,GOOD
2026-02-24 19:01:27.164,0.515849,-0.006020,GOOD
2026-02-24 19:01:27.431,0.515849,-0.006020,GOOD
2026-02-24 19:01:27.692,0.515849,-0.006020,GOOD
2026-02-24 19:01:27.973,0.515849,-0.006020,GOOD
2026-02-24 19:01:28.254,0.515849,-0.006020,GOOD
2026-02-24 19:01:28.533,0.515849,-0.006020,GOOD
2026-02-24 19:01:28.794,0.515849,-0.006020,GOOD
2026-02-24 19:01:29.049,0.515849,-0.006020,GOOD
2026-02-24 19:01:29.303,0.515849,-0.006020,GOOD
2026-02-24 19:01:29.615,0.515849,-0.006020,GOOD
2026-02-24 19:01:29.918,0.515849,-0.006020,GOOD
2026-02-24 19:01:30.250,0.515849,-0.006020,GOOD
2026-02-24 19:01:30.515,0.515849,-0.006020,GOOD
2026-02-24 19:01:30.838,0.515849,-0.006020,GOOD
2026-02-24 19:01:31.104,0.515849,-0.006020,GOOD
2026-02-24 19:01:31.416,0.515849,-0.006020,GOOD
2026-02-24 19:01:31.736,0.515849,-0.006020,GOOD
2026-02-24 19:01:32.056,0.515849,-0.006020,GOOD
2026-02-24 19:01:32.365,0.515849,-0.006020,GOOD
2026-02-24 19:01:32.681,0.515849,-0.006020,GOOD
2026-02-24 19:01:32.946,0.515849,-0.006020,GOOD
2026-02-24 19:01:33.217,0.515849,-0.006020,GOOD
2026-02-24 19:01:33.505,0.515849,-0.006020,GOOD
2026-02-24 19:01:33.837,0.515849,-0.006020,GOOD
2026-02-24 19:01:34.191,0.515849,-0.006020,GOOD
2026-02-24 19:01:34.524,0.515849,-0.006020,GOOD
2026-02-24 19:01:34.801,0.515849,-0.006020,GOOD
2026-02-24 19:01:35.094,0.515849,-0.006020,GOOD
2026-02-24 19:01:35.353,0.515849,-0.006020,GOOD
2026-02-24 19:01:35.599,0.515849,-0.006020,GOOD
2026-02-24 19:01:35.894,0.515849,-0.006020,GOOD
2026-02-24 19:01:36.140,0.515849,-0.006020,GOOD
