timestamp_utc,x_m,y_m,quality
2026-02-24 19:20:42.666,0.521030,0.355765,GOOD
2026-02-24 19:20:42.938,0.521030,0.355765,GOOD
2026-02-24 19:20:43.188,0.521030,0.355765,GOOD
2026-02-24 19:20:43.446,0.521030,0.355765,GOOD
2026-02-24 19:20:43.772,0.521030,0.355765,GOOD
2026-02-24 19:20:44.060,0.521030,0.355765,GOOD
2026-02-24 19:20:44.395,0.521030,0.355765,GOOD
2026-02-24 19:20:44.653,0.521030,0.355765,GOOD
2026-02-24 19:20:44.941,0.521030,0.355765,GOOD
2026-02-24 19:20:45.196,0.521030,0.355765,GOOD
2026-02-24 19:20:45.458,0.521030,0.355765,GOOD
2026-02-24 19:20:45.791,0.521030,0.355765,GOOD
2026-02-24 19:20:46.109,0.521030,0.355765,GOOD
2026-02-24 19:20:46.397,0.521030,0.355765,GOOD
2026-02-24 19:20:46.697,0.521030,0.355765,GOOD
2026-02-24 19:20:47.032,0.521030,0.355765,GOOD
2026-02-24 19:20:47.309,0.521030,0.355765,GOOD
2026-02-24 19:20:47.573,0.521030,0.355765,GOOD
2026-02-24 19:20:47.820,0.521030,0.355765,GOOD
2026-02-24 19:20:48.086,0.521030,0.355765,GOOD
2026-02-24 19:20:48.398,0.521030,0.355765,GOOD
2026-02-24 19:20:48.710,0.521030,0.355765,GOOD
2026-02-24 19:20:49.025,0.521030,0.355765,GOOD
2026-02-24 19:20:49.415,0.521030,0.355765,GOOD
2026-02-24 19:20:49.678,0.521030,0.355765,GOOD
2026-02-24 19:20:49.937,0.521030,0.355765,GOOD
2026-02-24 19:20:50.188,0.521030,0.355765,GOOD
2026-02-24 19:20:50.552,0.521030,0.355765,GOOD
2026-02-24 19:20:52.992,0.495630,0.355765,GOOD
2026-02-24 19:20:53.362,0.495630,0.355765,GOOD
2026-02-24 19:20:55.839,0.470230,0.355765,GOOD
2026-02-24 19:20:56.223,0.470230,0.355765,GOOD
2026-02-24 19:20:58.655,0.444830,0.355765,GOOD
2026-02-24 19:21:01.154,0.444830,0.355765,GOOD
2026-02-24 19:21:03.682,0.394030,0.355765,GOOD
2026-02-24 19:21:06.174,0.368630,0.355765,GOOD
2026-02-24 19:21:08.671,0.343230,0.355765,GOOD
2026-02-24 19:21:11.155,0.317830,0.355765,GOOD
2026-02-24 19:21:13.632,0.292430,0.355765,GOOD
2026-02-24 19:21:16.111,0.267030,0.355765,GOOD
2026-02-24 19:21:18.605,0.241630,0.355765,GOOD
2026-02-24 19:21:21.083,0.216230,0.355765,GOOD
2026-02-24 19:21:23.571,0.190830,0.355765,GOOD
2026-02-24 19:21:26.059,0.165430,0.355765,GOOD
2026-02-24 19:21:28.545,0.140030,0.355765,GOOD
2026-02-24 19:21:31.054,0.114630,0.355765,GOOD
2026-02-24 19:21:33.539,0.089230,0.355765,GOOD
2026-02-24 19:21:36.018,0.063830,0.355765,GOOD
2026-02-24 19:21:38.498,0.038430,0.355765,GOOD
2026-02-24 19:21:40.979,0.013030,0.355765,GOOD
2026-02-24 19:21:42.551,-0.000019,0.355765,GOOD
2026-02-24 19:21:42.951,-0.000019,0.355765,GOOD
2026-02-24 19:21:43.311,-0.000019,0.355765,GOOD
2026-02-24 19:21:43.693,-0.000019,0.355765,GOOD
2026-02-24 19:21:43.939,-0.000019,0.355765,GOOD
2026-02-24 19:21:44.185,-0.000019,0.355765,GOOD
2026-02-24 19:21:46.694,-0.000019,0.330365,GOOD
2026-02-24 19:21:49.193,-0.000019,0.304965,GOOD
2026-02-24 19:21:51.689,-0.000019,0.279565,GOOD
2026-02-24 19:21:54.176,-0.000019,0.254165,GOOD
2026-02-24 19:21:56.652,-0.000019,0.228765,GOOD
2026-02-24 19:21:59.137,-0.000019,0.203365,GOOD
2026-02-24 19:22:01.626,-0.000019,0.177965,GOOD
2026-02-24 19:22:04.105,-0.000019,0.152565,GOOD
2026-02-24 19:22:06.585,-0.000019,0.127165,GOOD
2026-02-24 19:22:09.064,-0.000019,0.101765,GOOD
2026-02-24 19:22:11.544,-0.000019,0.076365,GOOD
2026-02-24 19:22:14.025,-0.000019,0.050965,GOOD
2026-02-24 19:22:16.507,-0.000019,0.025565,GOOD
2026-02-24 19:22:18.995,-0.000019,0.000165,GOOD
